mirna	target_gene	score
hsa-miR-624-5p	F3	0.1874501
hsa-miR-556-3p	FCGR3A	0.18744896
hsa-miR-6837-3p	IL7R	0.1874469
hsa-miR-655-3p	VEGFC	0.18744354
hsa-miR-6720-5p	SLCO5A1	0.18743053
hsa-miR-6805-3p	DUSP5	0.18741414
hsa-miR-183-5p	STC1	0.18740861
hsa-miR-4306	DCX	0.18740822
hsa-miR-6131	GNG2	0.18740171
hsa-miR-8485	LILRB2	0.18739636
hsa-miR-527	SOCS3	0.18733247
hsa-miR-3154	ZSWIM4	0.18733175
hsa-miR-198	CBS	0.1873261
hsa-miR-148a-3p	SIX4	0.18731128
hsa-miR-5691	TTN	0.18725854
hsa-miR-6870-5p	GPRC5A	0.18722282
hsa-miR-3977	TMEM47	0.18714374
hsa-let-7b-3p	GABRG1	0.18713526
hsa-miR-892c-5p	TMEM100	0.18712887
hsa-miR-4659b-3p	NEFH	0.18711959
hsa-miR-425-5p	KLHL13	0.18704662
hsa-miR-570-5p	RREB1	0.18703634
hsa-miR-548aw	BCL6	0.18703324
hsa-miR-5011-5p	PCK1	0.18701778
hsa-miR-4326	SAMSN1	0.18701752
hsa-miR-125a-5p	CRB2	0.18701057
hsa-miR-1233-5p	GPSM3	0.18700767
hsa-miR-129-5p	DGKH	0.18698423
hsa-miR-301a-5p	HS3ST4	0.18697502
hsa-miR-548g-5p	BNC2	0.18696591
hsa-miR-3666	FIBIN	0.18694213
hsa-miR-11401	SRGAP1	0.18693976
hsa-miR-4760-5p	NTNG1	0.18692994
hsa-miR-7978	ATP11C	0.18692392
hsa-miR-374b-3p	TMEM100	0.18677014
hsa-miR-532-5p	SEPTIN14	0.18676434
hsa-miR-15b-5p	RASSF8	0.18674421
hsa-miR-5682	DGKH	0.18673807
hsa-miR-625-5p	NXPH2	0.18673448
hsa-miR-374c-5p	ADAMTS6	0.18672372
hsa-miR-548ba	HMCN1	0.18671677
hsa-miR-4777-3p	PMP2	0.18670997
hsa-miR-1914-5p	SYDE1	0.1867043
hsa-miR-892c-3p	EPS8	0.18663962
hsa-miR-5196-5p	ANKRD44	0.18663569
hsa-miR-4795-5p	SATB2	0.18662225
hsa-miR-26b-5p	JARID2	0.18662114
hsa-miR-4670-3p	GPC5	0.18661998
hsa-miR-8485	GADL1	0.18661912
hsa-miR-4680-3p	RBM3	0.18658611
hsa-miR-4711-5p	CH25H	0.18657959
hsa-miR-185-5p	SIGLEC1	0.1865271
hsa-miR-495-3p	SCEL	0.18652481
hsa-miR-33b-5p	EN2	0.18649735
hsa-miR-4458	LIMD2	0.18649237
hsa-miR-758-3p	MEIS2	0.18648374
hsa-miR-3688-5p	VEGFC	0.186443
hsa-miR-6133	SMOC1	0.1864168
hsa-miR-5585-5p	FOXO1	0.18641424
hsa-miR-1321	LRRTM1	0.18638065
hsa-miR-5000-5p	SPON1	0.18637927
hsa-miR-653-5p	DACH1	0.18636687
hsa-miR-582-5p	CYBRD1	0.18633328
hsa-miR-4451	DISC1	0.18631968
hsa-miR-6871-3p	COL1A1	0.18631588
hsa-miR-143-5p	PTHLH	0.186303
hsa-miR-1305	GNG2	0.18628053
hsa-miR-202-3p	GRAMD2B	0.1862426
hsa-miR-3152-5p	COL27A1	0.18624207
hsa-miR-6891-5p	SORCS1	0.18623117
hsa-miR-520d-5p	DCX	0.18622877
hsa-miR-548c-5p	MEX3D	0.18622677
hsa-miR-513a-3p	RANBP3L	0.1862229
hsa-miR-6741-5p	TMEM40	0.18621151
hsa-miR-125a-5p	GJC1	0.18615194
hsa-miR-4451	LHFPL3	0.18609801
hsa-miR-516b-3p	DUSP5	0.18607591
hsa-miR-650	SOCS3	0.18602741
hsa-miR-335-3p	MCAM	0.18601972
hsa-miR-4489	DAB2	0.18600535
hsa-miR-513c-3p	PCDH11X	0.18598062
hsa-miR-644a	PAX3	0.18596834
hsa-miR-376a-5p	PTHLH	0.18591447
hsa-miR-4651	FZD8	0.18589458
hsa-miR-6513-3p	BTG1	0.18586569
hsa-miR-204-5p	IL7R	0.18585175
hsa-miR-3184-3p	TAL1	0.18579762
hsa-miR-525-5p	MYOZ3	0.1857722
hsa-miR-12129	NR4A1	0.18577154
hsa-miR-3934-3p	LEF1	0.18576807
hsa-miR-593-5p	HS3ST5	0.1857518
hsa-miR-148a-3p	SLC24A3	0.18574497
hsa-miR-4803	HHIP	0.1857329
hsa-miR-609	ADARB2	0.18568695
hsa-miR-548av-5p	GULP1	0.18566494
hsa-miR-486-3p	CD79A	0.18564954
hsa-miR-6507-5p	MYCT1	0.1856173
hsa-miR-1265	RAB32	0.18560098
hsa-miR-520a-3p	KIF26B	0.1855985
hsa-miR-12133	ARHGAP6	0.18558228
hsa-miR-6817-5p	BCL6	0.18557487
hsa-miR-6792-3p	ADAM28	0.18550095
hsa-miR-1305	MID1	0.18549949
hsa-miR-9902	MGP	0.18548466
hsa-miR-26a-1-3p	DNAJB4	0.1854665
hsa-miR-30a-5p	NFATC2	0.18542455
hsa-miR-4671-5p	IGFBP3	0.18540324
hsa-miR-34c-5p	S1PR3	0.18539184
hsa-miR-6852-5p	TGFBR1	0.18537721
hsa-miR-587	RBFOX1	0.18537702
hsa-miR-299-3p	PDE3A	0.18537527
hsa-miR-548au-5p	IGF2BP3	0.18536045
hsa-miR-7157-3p	SDC2	0.18535624
hsa-miR-550b-2-5p	KLF6	0.1853206
hsa-miR-128-3p	ADCY2	0.18526122
hsa-miR-6867-5p	LUM	0.1852104
hsa-miR-4509	SPAG6	0.18519975
hsa-miR-548az-5p	DGKH	0.18519023
hsa-miR-7843-5p	FNDC3B	0.18518056
hsa-miR-548m	CHODL	0.18517849
hsa-miR-3143	KCTD8	0.18517219
hsa-miR-16-1-3p	BRINP3	0.1851566
hsa-miR-4698	PABPC4L	0.18511719
hsa-miR-613	ZFP36L2	0.18511547
hsa-miR-378g	ENG	0.18510169
hsa-miR-7843-3p	ADGRF5	0.18508129
hsa-miR-659-3p	NOTCH2	0.18504126
hsa-miR-17-3p	WWTR1	0.18501464
hsa-miR-4446-5p	BMP6	0.18498479
hsa-miR-143-3p	TGM2	0.18497692
hsa-miR-548aw	ROBO1	0.18492144
hsa-miR-4316	SPTLC3	0.18491206
hsa-miR-3191-5p	RPE65	0.18489523
hsa-miR-548aw	TP63	0.18488936
hsa-miR-5688	HTR2C	0.18488277
hsa-miR-548ax	BRCA2	0.18485889
hsa-miR-3606-5p	DTL	0.1848503
hsa-miR-17-3p	SOX11	0.18482184
hsa-miR-5691	ANKRD44	0.18481888
hsa-miR-573	EBF3	0.18480843
hsa-miR-4632-5p	NOTCH2	0.18480383
hsa-miR-4524b-5p	TNFSF13B	0.18479474
hsa-miR-767-5p	KLF4	0.18479341
hsa-miR-182-5p	THBS1	0.18476082
hsa-miR-5194	EVC	0.18475778
hsa-miR-3173-3p	RELN	0.18471909
hsa-miR-548e-5p	FAT4	0.18470137
hsa-miR-4768-5p	PDE7B	0.18469498
hsa-miR-548o-5p	ADAMTS1	0.18468955
hsa-miR-636	LPCAT1	0.18467358
hsa-miR-4524b-5p	ZFHX4	0.18466398
hsa-miR-370-3p	FLT1	0.1846637
hsa-miR-144-3p	BNC2	0.18465394
hsa-miR-33a-3p	CUBN	0.1846417
hsa-miR-12136	NR4A3	0.18460968
hsa-miR-10393-5p	KLF6	0.1845762
hsa-miR-2115-3p	ZNF804A	0.18456429
hsa-miR-579-3p	LAPTM5	0.184534
hsa-miR-380-3p	SCEL	0.18452893
hsa-miR-5689	CASZ1	0.18451937
hsa-miR-301b-3p	RBBP8	0.18449897
hsa-miR-135b-3p	ICOS	0.18449806
hsa-miR-6761-5p	MYO1B	0.18442515
hsa-miR-516b-3p	NPNT	0.18437473
hsa-miR-450a-1-3p	NEFH	0.1843708
hsa-miR-1225-5p	BCL6	0.18435416
hsa-miR-570-5p	B3GNT5	0.18432602
hsa-miR-3163	VCAM1	0.18432486
hsa-miR-6874-3p	CD69	0.1843014
hsa-miR-374b-5p	CEMIP	0.18428804
hsa-miR-7152-5p	BHLHE22	0.1842812
hsa-miR-498-5p	SIX4	0.18427457
hsa-miR-4325	TCF21	0.18423344
hsa-miR-6779-5p	CALCR	0.18421382
hsa-miR-520a-3p	BCL6	0.18417744
hsa-miR-664b-3p	PLAC8	0.18414828
hsa-miR-6734-5p	PCDH17	0.1841415
hsa-miR-130a-5p	FOXO1	0.18414012
hsa-miR-450a-1-3p	GULP1	0.1841373
hsa-miR-5704	HIF1A	0.18412937
hsa-miR-125b-5p	IL6R	0.18412624
hsa-miR-202-5p	PHLDB2	0.18411276
hsa-miR-9851-3p	STK36	0.1841009
hsa-miR-940	PDZRN3	0.1840948
hsa-miR-2052	PRKD1	0.18407483
hsa-miR-3681-3p	ZFP36L1	0.18407093
hsa-miR-548aq-5p	LMX1A	0.18402675
hsa-miR-4795-3p	PDZRN4	0.18402007
hsa-miR-9902	THBD	0.18399976
hsa-miR-9985	TFAP2B	0.18394458
hsa-miR-5195-3p	ANGPT2	0.18393809
hsa-miR-7977	SFMBT2	0.183926
hsa-miR-6848-5p	IGF2	0.18391776
hsa-miR-8068	LAMA2	0.18390472
hsa-miR-6504-3p	SLC7A11	0.18390204
hsa-miR-548ba	RREB1	0.18389809
hsa-miR-3613-3p	SLC19A4P	0.1838822
hsa-miR-548am-5p	FZD7	0.18385562
hsa-miR-4668-3p	TENM3	0.18383662
hsa-miR-16-1-3p	REL	0.18379065
hsa-miR-449a	GAS1	0.18377233
hsa-miR-3138	CRIM1	0.18377133
hsa-miR-7154-5p	MBL2	0.18374324
hsa-miR-1269b	EMX2	0.18373534
hsa-miR-4492	PCDHGA11	0.18371093
hsa-miR-130a-3p	STON2	0.18369748
hsa-miR-548ar-5p	MTFR1	0.18364279
hsa-miR-299-5p	KITLG	0.18363728
hsa-miR-4539	DPP10	0.18362997
hsa-miR-7162-3p	SYT2	0.18358944
hsa-miR-1266-5p	DPYSL3	0.18354146
hsa-miR-98-5p	ZNF516	0.18350017
hsa-miR-526b-3p	MMP2	0.18349469
hsa-miR-326	TRABD2B	0.18349011
hsa-miR-323a-3p	PDZRN4	0.1834858
hsa-miR-1910-3p	IKZF1	0.18345632
hsa-miR-320d	CEMIP2	0.18344615
hsa-miR-4292	TBX15	0.18343508
hsa-miR-583	EN2	0.18342732
hsa-miR-548au-5p	CYBRD1	0.18342347
hsa-miR-185-5p	DCX	0.18340015
hsa-miR-146a-5p	ERBB4	0.18338008
hsa-miR-34a-5p	VCL	0.18337205
hsa-let-7d-5p	TGFBR3	0.18336222
hsa-miR-4491	HMCN1	0.18330817
hsa-miR-3120-3p	ARF6	0.18330769
hsa-miR-6876-5p	TOR1AIP1	0.18325269
hsa-miR-297	DCC	0.18323037
hsa-miR-4763-3p	KLF6	0.18322001
hsa-miR-6787-3p	AQP4	0.18320566
hsa-miR-5007-3p	EDNRA	0.183185
hsa-let-7g-5p	PEG10	0.18315525
hsa-miR-4760-3p	ROBO2	0.1830978
hsa-miR-2054	DISC1	0.18306151
hsa-miR-6807-5p	ADGRF5	0.18306121
hsa-miR-10393-3p	BCL11B	0.18302141
hsa-miR-7851-3p	TNFAIP2	0.18301837
hsa-miR-125b-5p	ZNRF3	0.18300273
hsa-miR-4507	COL1A1	0.18299696
hsa-miR-653-5p	DAPP1	0.18297122
hsa-miR-103b	KCND2	0.18296939
hsa-miR-642a-5p	FLVCR2	0.18294944
hsa-miR-6775-3p	SHKBP1	0.18294562
hsa-miR-27b-3p	LOX	0.1828532
hsa-miR-1288-3p	NFKBIZ	0.18284118
hsa-miR-6768-5p	TMEM158	0.18284118
hsa-miR-5681a	PTPRM	0.1828391
hsa-miR-6869-5p	CA10	0.18282609
hsa-miR-4435	STC1	0.18276091
hsa-miR-4676-3p	RIMKLB	0.18276033
hsa-miR-548at-5p	CXCL8	0.18275206
hsa-miR-1182	EBF3	0.18273829
hsa-miR-5688	HBEGF	0.1827378
hsa-miR-3910	LCP1	0.1827128
hsa-miR-3619-3p	ARHGAP29	0.18270242
hsa-miR-922	PRDM6	0.1826911
hsa-miR-500b-5p	CHSY1	0.18268237
hsa-miR-7159-3p	ERG	0.18262877
hsa-miR-320d	CD96	0.18256411
hsa-miR-620	CHSY1	0.18254516
hsa-miR-335-3p	IGSF3	0.18254389
hsa-miR-6778-3p	IRF1	0.18254022
hsa-miR-502-5p	MREG	0.1825264
hsa-miR-339-5p	PRTG	0.18250327
hsa-miR-4699-5p	SOX17	0.18250045
hsa-miR-6842-3p	EFEMP1	0.18248494
hsa-miR-205-5p	LPCAT1	0.18244967
hsa-miR-450b-5p	NANOS1	0.18244454
hsa-miR-4319	SLC4A4	0.1824139
hsa-miR-197-3p	TRIM25	0.18240727
hsa-miR-30a-5p	NEFM	0.18239261
hsa-miR-30a-5p	SOCS3	0.18235208
hsa-miR-5688	TNC	0.1823279
hsa-miR-130b-3p	CBLB	0.18231829
hsa-miR-11401	UNC5D	0.18231592
hsa-miR-3192-5p	STK36	0.18231054
hsa-miR-3668	PPBP	0.1823042
hsa-miR-4725-3p	FNBP1L	0.18221173
hsa-miR-4780	YAP1	0.18220711
hsa-miR-3153	TRABD2B	0.18211032
hsa-miR-6504-3p	KLF4	0.18210453
hsa-miR-520d-5p	CNR1	0.18206167
hsa-miR-2115-3p	PABPC4L	0.18204162
hsa-miR-526b-5p	RIMKLB	0.18202712
hsa-miR-130b-3p	ROBO2	0.18202414
hsa-miR-676-5p	LAMA4	0.18197183
hsa-miR-548p	MT1G	0.18196078
hsa-miR-3136-3p	NFKBID	0.1819259
hsa-miR-10525-3p	USP53	0.18192303
hsa-miR-30b-5p	KCTD8	0.18192267
hsa-miR-506-5p	MDFIC	0.18188012
hsa-let-7f-5p	DUSP1	0.1818525
hsa-miR-663b	DCX	0.18183857
hsa-miR-181d-5p	CXCL9	0.18179707
hsa-miR-5584-3p	PLAC8	0.18174762
hsa-miR-4319	ABCC4	0.18173896
hsa-miR-891b	MAFB	0.18166934
hsa-miR-6077	NOTCH3	0.181668
hsa-miR-320e	CFAP54	0.18162002
hsa-miR-7110-3p	THSD7A	0.18152133
hsa-miR-154-5p	CBS	0.18150036
hsa-miR-6127	NKD1	0.18148498
hsa-miR-541-3p	CPLX4	0.18146406
hsa-miR-5692c	NR4A3	0.18145692
hsa-miR-3065-3p	TBX21	0.18142803
hsa-miR-222-3p	GABRG1	0.18142505
hsa-miR-629-5p	HS3ST3A1	0.18139021
hsa-miR-6881-3p	ADM	0.18138868
hsa-miR-6835-3p	NOTCH2	0.18138744
hsa-miR-522-5p	LCP1	0.18135759
hsa-miR-1276	NFKBID	0.18135026
hsa-miR-300	NFKBIA	0.18134974
hsa-miR-449a	SHKBP1	0.18134122
hsa-miR-103a-3p	TMEM47	0.18129192
hsa-miR-4261	MAB21L1	0.1812461
hsa-miR-6778-3p	ENTPD1	0.1812164
hsa-miR-27a-3p	GATA2	0.18111177
hsa-miR-5007-5p	COL11A1	0.18109997
hsa-miR-7154-5p	GALNT15	0.18108152
hsa-miR-101-3p	EMP1	0.18103799
hsa-miR-548aj-5p	SOX11	0.18103662
hsa-miR-190b-3p	CHSY1	0.18098298
hsa-miR-218-1-3p	ITM2C	0.1809298
hsa-miR-516b-3p	F3	0.18091424
hsa-miR-1256	ZNF474	0.18088318
hsa-miR-95-5p	STC1	0.18088193
hsa-miR-95-5p	LPP	0.1808803
hsa-miR-193a-3p	ERBB4	0.1808512
hsa-miR-6887-3p	PPP1R3C	0.18083262
hsa-miR-544b	PLXNA4	0.18083252
hsa-miR-3972	MCTP2	0.18081237
hsa-miR-548aq-5p	DIAPH3	0.18080252
hsa-miR-511-3p	ADH1B	0.18076383
hsa-miR-8054	THSD7A	0.1807223
hsa-miR-548ar-5p	CD163	0.18071806
hsa-miR-548ar-5p	BEND7	0.18064615
hsa-miR-4778-5p	ABCA1	0.18061402
hsa-miR-6874-3p	NHLH2	0.18060984
hsa-miR-520d-5p	TTN	0.18052526
hsa-miR-3118	SLC4A4	0.18050669
hsa-miR-3158-5p	SNTG2	0.18048926
hsa-miR-216a-3p	LPAR6	0.18041995
hsa-miR-7152-5p	KLHL1	0.18041952
hsa-miR-3925-3p	ZNF124	0.18041162
hsa-miR-187-5p	FLT1	0.18035015
hsa-miR-4673	ERG	0.18033957
hsa-miR-3128	MAP3K7CL	0.18033369
hsa-miR-6719-3p	THSD7A	0.18031721
hsa-miR-30a-5p	NEFL	0.18031187
hsa-miR-6719-3p	RBFOX1	0.1802991
hsa-miR-4740-5p	C10orf105	0.18027483
hsa-miR-2115-3p	ERBB4	0.18024087
hsa-miR-4520-2-3p	CNR1	0.18023099
hsa-miR-30a-5p	STK17B	0.18020196
hsa-miR-767-5p	CYP39A1	0.18013488
hsa-miR-1207-5p	FXYD5	0.18012394
hsa-miR-218-5p	SDC2	0.1800894
hsa-miR-548ay-5p	MEX3D	0.18008842
hsa-miR-1269a	PCDHGA2	0.18001409
hsa-miR-497-5p	SLIT2	0.17998444
hsa-miR-6507-3p	NEFM	0.17995994
hsa-miR-6728-3p	S100A10	0.1799571
hsa-miR-513a-5p	NHLH2	0.17994691
hsa-miR-4667-5p	MEIS2	0.1799363
hsa-miR-5692b	EFNB2	0.17992948
hsa-miR-548at-5p	SLC2A3	0.17990929
hsa-miR-299-3p	ACAN	0.17988166
hsa-miR-6815-3p	EPS8	0.17988044
hsa-let-7b-3p	GPRIN3	0.17985243
hsa-miR-208a-5p	AQP4	0.1798441
hsa-miR-3117-5p	VRK2	0.17984006
hsa-miR-1245b-3p	GPR75	0.17972344
hsa-miR-4685-3p	PTHLH	0.1797095
hsa-miR-675-3p	KLHL1	0.17967059
hsa-miR-593-3p	GATA2	0.17964639
hsa-miR-130a-5p	UNC5D	0.17960387
hsa-miR-32-3p	DPH3P1	0.17960043
hsa-miR-9902	SHKBP1	0.17955664
hsa-miR-548aj-5p	PLXNA4	0.1795389
hsa-miR-3918	CHAC1	0.17945004
hsa-miR-561-3p	ARHGAP11A	0.17944531
hsa-miR-4295	EBF3	0.17940931
hsa-miR-4762-3p	MATR3	0.17940871
hsa-miR-511-5p	NHLH2	0.1793949
hsa-miR-1244	ITM2A	0.17930555
hsa-miR-3689a-5p	MYH11	0.17930199
hsa-miR-3926	KLRF1	0.17929073
hsa-miR-6507-3p	GPR75	0.17921478
hsa-miR-147b-5p	IL17RD	0.17920753
hsa-miR-5195-3p	ARF6	0.17917661
hsa-miR-7977	KCNH8	0.17900367
hsa-miR-3606-5p	CRISP3	0.17899744
hsa-miR-6819-3p	NEDD9	0.17899236
hsa-miR-4273	FABP2	0.1789884
hsa-miR-520d-5p	PALLD	0.17894503
hsa-miR-374a-5p	CYYR1	0.1789279
hsa-let-7i-5p	ITGB3	0.17890953
hsa-miR-5692b	GRID2	0.17890044
hsa-miR-3686	EDNRA	0.17889757
hsa-miR-6884-5p	GLIS3	0.17888716
hsa-miR-664a-3p	PTGS2	0.17887047
hsa-let-7e-5p	PRTG	0.17886676
hsa-miR-6832-3p	RBMS3	0.17884642
hsa-miR-1288-3p	EPHA7	0.17872214
hsa-miR-4699-3p	SRPX2	0.17870833
hsa-miR-4324	GALNTL6	0.17868276
hsa-miR-544a	TSHR	0.17868204
hsa-miR-7844-5p	OGN	0.17867623
hsa-miR-7113-3p	CD44	0.1786478
hsa-miR-558	HMGB2	0.17863634
hsa-miR-4424	C11orf96	0.17858091
hsa-miR-9985	KITLG	0.17854653
hsa-miR-4727-3p	FADS2	0.17850806
hsa-miR-3192-5p	MT1E	0.17846526
hsa-miR-6742-3p	NFKBIZ	0.17844819
hsa-miR-26b-5p	ADAMTS6	0.17843933
hsa-miR-4753-3p	PHLDB2	0.1784362
hsa-miR-4684-3p	FCER1A	0.17840202
hsa-miR-4473	ADCYAP1	0.17835549
hsa-miR-4492	TAGLN	0.1783447
hsa-miR-19a-3p	EFNB2	0.17833535
hsa-miR-519b-5p	LCP1	0.17833404
hsa-miR-4297	SRGAP1	0.17831072
hsa-miR-6889-3p	EMX2	0.17830694
hsa-miR-376c-5p	BCOR	0.17829423
hsa-miR-7114-5p	COL1A2	0.1782885
hsa-miR-3907	CFD	0.1782844
hsa-miR-181b-2-3p	CKS2	0.17827845
hsa-miR-548b-5p	DIAPH3	0.17827491
hsa-miR-1324	DACH1	0.17825326
hsa-miR-517-5p	SLC22A7	0.17824976
hsa-miR-212-3p	SIX4	0.17824167
hsa-miR-3153	LOX	0.1782319
hsa-miR-152-5p	LTBP2	0.17817909
hsa-miR-7845-5p	EPHA7	0.17817862
hsa-miR-3924	CNTNAP4	0.17816885
hsa-miR-548ba	EPSTI1	0.17815018
hsa-miR-320a-3p	KITLG	0.1781289
hsa-miR-5588-5p	CHST15	0.17808668
hsa-miR-330-3p	IGF2BP3	0.17807966
hsa-miR-323a-5p	PDE6H	0.1780657
hsa-miR-1185-5p	ITGA1	0.17806429
hsa-miR-6751-5p	ZNF474	0.17805721
hsa-miR-6729-3p	MYOZ3	0.17803688
hsa-miR-200a-3p	LHFPL6	0.17799276
hsa-miR-320d	TFAP2B	0.17798348
hsa-miR-485-3p	EDNRA	0.17796738
hsa-miR-548d-3p	HSPH1	0.17796327
hsa-miR-9983-3p	F13A1	0.1779545
hsa-miR-27b-3p	DLL4	0.17787954
hsa-miR-5591-5p	STK36	0.17781237
hsa-miR-30a-5p	KCTD8	0.17779249
hsa-miR-548b-5p	BEND7	0.17779209
hsa-miR-593-3p	NHLH2	0.17777757
hsa-miR-1185-2-3p	PDE11A	0.17777139
hsa-miR-4666a-5p	CD8A	0.17774227
hsa-miR-548au-5p	MEX3D	0.17773926
hsa-miR-548w	ADAMTS1	0.17771581
hsa-miR-4659b-5p	HMCN1	0.17770404
hsa-miR-3065-3p	COL1A2	0.17764768
hsa-miR-29b-3p	HBEGF	0.1776415
hsa-miR-216b-3p	MATR3	0.1775927
hsa-miR-520a-3p	FSTL5	0.1775329
hsa-miR-1252-5p	CA10	0.17753075
hsa-miR-6758-3p	HTR2C	0.17752035
hsa-miR-490-5p	SPRED3	0.17751858
hsa-miR-27b-3p	TFAP2B	0.17750248
hsa-miR-766-3p	SH3RF3	0.17747606
hsa-miR-6751-5p	GNA14	0.17745379
hsa-miR-548y	ABI3BP	0.17743558
hsa-miR-3143	ID4	0.17736232
hsa-miR-580-3p	ROBO1	0.17729162
hsa-miR-4474-3p	CRIM1	0.17729107
hsa-miR-5187-3p	TCF7L1	0.1772772
hsa-miR-4478	ACVRL1	0.17717242
hsa-miR-519a-2-5p	CASZ1	0.17713644
hsa-miR-337-3p	SYNPR	0.17710859
hsa-miR-520h	BCOR	0.17710039
hsa-miR-3646	GADL1	0.17708689
hsa-miR-501-5p	PMP2	0.17708623
hsa-miR-6830-3p	TRDN	0.17708495
hsa-miR-8068	LRRC3B	0.17708106
hsa-miR-26b-5p	KPNA2	0.17707637
hsa-miR-4502	MYO1B	0.17707597
hsa-miR-627-3p	ADARB2	0.1770502
hsa-miR-320d	DCC	0.17700526
hsa-miR-4533	JUNB	0.17690621
hsa-miR-210-5p	MEX3A	0.1769047
hsa-miR-629-3p	CPM	0.17687316
hsa-miR-300	IER2	0.17685863
hsa-miR-4524a-3p	ADM	0.17683743
hsa-miR-4251	PDE7B	0.17683305
hsa-miR-12128	IGF2R	0.17681865
hsa-miR-1244	CDC14A	0.17677933
hsa-miR-4796-3p	B2M	0.17677219
hsa-miR-6815-5p	PALLD	0.17668295
hsa-miR-7847-3p	MYO16	0.17663786
hsa-miR-3658	TCF21	0.17662337
hsa-miR-548aa	DISC1	0.17660657
hsa-miR-3190-3p	ZFP36L1	0.17657974
hsa-miR-95-5p	EBF3	0.176542
hsa-miR-548ar-3p	TOP2A	0.17652157
hsa-miR-548g-5p	CDC20B	0.1764912
hsa-miR-29a-3p	SGCZ	0.17646846
hsa-miR-4276	WWTR1	0.17644793
hsa-miR-27a-3p	CSF1	0.17644136
hsa-miR-16-5p	PDK4	0.17637348
hsa-miR-378j	FUT1	0.17633578
hsa-miR-365a-3p	NR4A2	0.17633483
hsa-miR-301b-3p	FSTL5	0.17632368
hsa-miR-129-1-3p	TMEM100	0.17631711
hsa-miR-588	GALNT15	0.17630385
hsa-miR-3909	GJB2	0.17629775
hsa-miR-1914-5p	MYO16	0.17628609
hsa-miR-195-5p	PDE3B	0.17626584
hsa-miR-6739-3p	KLF4	0.17625123
hsa-miR-4533	EOMES	0.17614624
hsa-miR-4436a	MMD2	0.17614436
hsa-miR-4503	HS3ST5	0.17614223
hsa-miR-3614-3p	TNFAIP8	0.17613779
hsa-miR-374c-5p	HEG1	0.17613618
hsa-miR-3614-5p	PLXNA4	0.17609558
hsa-miR-526b-3p	TGM2	0.1760694
hsa-miR-4742-3p	TRDN	0.1760583
hsa-miR-183-5p	BNC2	0.17605625
hsa-miR-3153	THSD7A	0.17605169
hsa-miR-664b-3p	NR4A3	0.17604835
hsa-miR-6132	FOXN4	0.17604306
hsa-miR-760	ADAM12	0.17603274
hsa-miR-338-5p	CCN2	0.1759962
hsa-let-7b-3p	COL11A1	0.17593922
hsa-miR-6750-5p	DPYSL3	0.17592388
hsa-miR-584-5p	THBD	0.17591508
hsa-miR-510-5p	C7	0.17588809
hsa-miR-6772-3p	CHRM2	0.17586891
hsa-let-7f-2-3p	SLC7A11	0.17581163
hsa-miR-3184-5p	DISC1	0.17580444
hsa-miR-3689c	NID1	0.17580238
hsa-miR-6852-3p	AQP9	0.17579493
hsa-miR-302d-3p	EDNRB	0.17574793
hsa-miR-501-5p	CACHD1	0.17571664
hsa-miR-7108-3p	NTN1	0.17570549
hsa-miR-2276-5p	ZFHX4	0.17570415
hsa-miR-6508-5p	PRTG	0.17567803
hsa-miR-29b-3p	ADAMTS9	0.17566717
hsa-miR-337-3p	IL13RA1	0.17565204
hsa-miR-548av-5p	IGF2BP3	0.1756255
hsa-miR-4762-3p	GABPB1	0.17560534
hsa-miR-3714	SKAP1	0.1756043
hsa-miR-765	CSF1R	0.17557967
hsa-miR-5680	CD93	0.17555952
hsa-miR-371b-5p	TENM3	0.17553851
hsa-miR-659-3p	NEDD9	0.17550464
hsa-miR-550b-3p	BNC2	0.17546374
hsa-miR-133a-5p	ARHGAP6	0.17542835
hsa-miR-516b-5p	FCER2	0.1754058
hsa-miR-299-3p	PECAM1	0.17537451
hsa-miR-520d-5p	ZNRF3	0.17536594
hsa-miR-561-3p	DSP	0.1753539
hsa-miR-939-3p	ADCY2	0.1753516
hsa-miR-4424	TMEM100	0.17534038
hsa-miR-126-5p	DLL4	0.17533432
hsa-miR-30b-5p	VOPP1	0.17531797
hsa-miR-6780b-5p	TAGLN2	0.17529833
hsa-miR-4777-3p	RBM47	0.17527927
hsa-miR-4469	EMX2	0.17527448
hsa-miR-1244	SERPINE2	0.1752693
hsa-miR-4509	DNAJB4	0.17525925
hsa-miR-330-3p	CFAP54	0.1752336
hsa-miR-574-5p	CCK	0.17516641
hsa-miR-374a-5p	LIN9	0.17514293
hsa-miR-6779-3p	SLC2A10	0.17508847
hsa-miR-4520-3p	HSPH1	0.17508814
hsa-miR-3934-5p	GPC5	0.17503504
hsa-miR-5587-5p	PRDM1	0.17501004
hsa-miR-3154	ARMC3	0.1749524
hsa-miR-1269a	PCDHGA11	0.1748755
hsa-miR-18b-5p	RBBP8	0.1748723
hsa-miR-3191-5p	CALCR	0.17481026
hsa-miR-3924	GADL1	0.17480676
hsa-miR-4799-5p	C8orf34	0.17479846
hsa-miR-4291	TRDN	0.17475271
hsa-miR-548ak	IGF2BP3	0.17474005
hsa-miR-9985	ABCA1	0.17471352
hsa-miR-8061	YES1	0.17467606
hsa-miR-4280	TNFRSF1A	0.17467591
hsa-miR-3662	TMEM144	0.17465968
hsa-miR-676-5p	GJA1	0.17461734
