mirna	target_gene	score	cell_type
hsa-miR-3180-5p	SNX7	0.86608267	CD4_T
hsa-miR-4659b-3p	RIMKLB	0.8654819	CD4_T
hsa-miR-494-3p	NAMPT	0.86436474	CD4_T
hsa-miR-3180-5p	QRSL1	0.86384475	CD4_T
hsa-miR-585-5p	SPARC	0.8631871	CD4_T
hsa-miR-146a-3p	VAV3	0.8620221	CD4_T
hsa-miR-19b-3p	NEUROD1	0.8605679	CD4_T
hsa-miR-3680-3p	PCSK5	0.8596307	CD4_T
hsa-miR-3680-3p	FNDC3B	0.8592553	CD4_T
hsa-miR-202-3p	PEG10	0.85885775	CD4_T
hsa-miR-494-3p	ZFHX4	0.8564543	CD4_T
hsa-miR-2113	IGFBP3	0.8564422	CD4_T
hsa-miR-4659b-3p	DACH1	0.8559846	CD4_T
hsa-miR-4659b-3p	ST8SIA4	0.8552932	CD4_T
hsa-miR-3180-5p	KLHL13	0.8547912	CD4_T
hsa-miR-494-3p	TOR1AIP1	0.85371363	CD4_T
hsa-miR-4659b-3p	NR5A2	0.85001713	CD4_T
hsa-miR-3680-3p	CTTNBP2NL	0.848807	CD4_T
hsa-miR-4659b-3p	MEDAG	0.8471938	CD4_T
hsa-miR-3680-3p	ZBTB2	0.8466165	CD4_T
hsa-miR-4659b-3p	IL1R1	0.8437288	CD4_T
hsa-miR-203a-3p	MAP3K1	0.8414257	CD4_T
hsa-miR-4659b-3p	PCDH15	0.8403132	CD4_T
hsa-miR-3680-3p	CNN3	0.8401091	CD4_T
hsa-miR-3680-3p	CBLB	0.8396071	CD4_T
hsa-miR-19b-3p	ARHGAP11A	0.83942336	CD4_T
hsa-miR-3180-5p	CD36	0.83889794	CD4_T
hsa-miR-203a-3p	SHISA6	0.83877635	CD4_T
hsa-miR-202-3p	RCN1	0.83791476	CD4_T
hsa-miR-2113	ABCC9	0.8365771	CD4_T
hsa-miR-19b-3p	ATP10A	0.83317703	CD4_T
hsa-miR-17-5p	BCL11B	0.8327907	CD4_T
hsa-miR-6872-3p	SH3BGR	0.83178264	CD4_T
hsa-miR-19b-3p	PFN2	0.83170885	CD4_T
hsa-miR-19b-3p	ZNF516	0.8308421	CD4_T
hsa-miR-494-3p	PCP4	0.82955265	CD4_T
hsa-miR-3680-3p	USP6NL	0.82948136	CD4_T
hsa-miR-4659b-3p	ADAMTS6	0.82881397	CD4_T
hsa-miR-140-5p	ROR1	0.82864004	CD4_T
hsa-miR-17-5p	HAS2	0.8283968	CD4_T
hsa-miR-19b-3p	MAP3K1	0.82804334	CD4_T
hsa-miR-19b-3p	SOX4	0.827825	CD4_T
hsa-miR-494-3p	TFPI	0.8263574	CD4_T
hsa-miR-17-5p	FAT2	0.82532173	CD4_T
hsa-miR-140-5p	ANO6	0.8240785	CD4_T
hsa-miR-3680-3p	PLXNA4	0.8238857	CD4_T
hsa-miR-4659b-3p	CA10	0.82274336	CD4_T
hsa-miR-3680-3p	MAOA	0.8224997	CD4_T
hsa-miR-19b-3p	FOXP2	0.8214491	CD4_T
hsa-miR-3180-5p	NOX4	0.82135993	CD4_T
hsa-miR-203a-3p	MID1	0.8210096	CD4_T
hsa-miR-202-3p	COL4A2	0.817056	CD4_T
hsa-miR-3680-3p	FGFR3	0.8155289	CD4_T
hsa-miR-3680-3p	ATP11C	0.8154793	CD4_T
hsa-miR-17-5p	PDGFRA	0.8146958	CD4_T
hsa-miR-4659b-3p	EBF1	0.81432974	CD4_T
hsa-miR-585-5p	KIAA1217	0.8137628	CD4_T
hsa-miR-19b-3p	RBMS3	0.8127136	CD4_T
hsa-miR-4659b-3p	EYS	0.8123636	CD4_T
hsa-miR-3180-5p	CD86	0.8118165	CD4_T
hsa-miR-19b-3p	LIN9	0.8093933	CD4_T
hsa-miR-19b-3p	MID1	0.8079348	CD4_T
hsa-miR-3680-3p	F2R	0.8078949	CD4_T
hsa-miR-494-3p	RUBCNL	0.8071585	CD4_T
hsa-miR-4659b-3p	CALCRL	0.80621296	CD4_T
hsa-miR-3680-3p	TENT5C	0.8034088	CD4_T
hsa-miR-4659b-3p	RSPO3	0.8015464	CD4_T
hsa-miR-3680-3p	EDN1	0.79985386	CD4_T
hsa-miR-17-5p	PLXDC2	0.7976439	CD4_T
hsa-miR-140-5p	IGFBP5	0.79729676	CD4_T
hsa-miR-5580-3p	PFN2	0.79659826	CD4_T
hsa-miR-3180-5p	HTR2C	0.7958537	CD4_T
hsa-miR-4659b-3p	PMCH	0.7958472	CD4_T
hsa-miR-4659b-3p	PLXNA4	0.79579675	CD4_T
hsa-miR-585-5p	ANKRD13B	0.79487544	CD4_T
hsa-miR-18b-5p	XYLT1	0.79419106	CD4_T
hsa-miR-4659b-3p	CDC14A	0.79328215	CD4_T
hsa-miR-4659b-3p	ID4	0.79263115	CD4_T
hsa-miR-19b-3p	TIA1	0.79119766	CD4_T
hsa-miR-4659b-3p	SLC4A4	0.7909142	CD4_T
hsa-miR-4659b-3p	CRIM1	0.7897921	CD4_T
hsa-miR-203a-3p	TC2N	0.7897267	CD4_T
hsa-miR-17-5p	PAG1	0.7874301	CD4_T
hsa-miR-3680-3p	TFRC	0.78699654	CD4_T
hsa-miR-5580-3p	PHACTR2	0.78508496	CD4_T
hsa-miR-494-3p	CH25H	0.7843986	CD4_T
hsa-miR-3180-5p	TENM3	0.7809908	CD4_T
hsa-miR-17-5p	LRIG1	0.7804617	CD4_T
hsa-miR-494-3p	BRIP1	0.78032255	CD4_T
hsa-miR-2113	EBF2	0.77904046	CD4_T
hsa-miR-3680-3p	GEM	0.7789447	CD4_T
hsa-miR-4659b-3p	SAMD4A	0.7783584	CD4_T
hsa-miR-17-5p	TGFBR2	0.7782725	CD4_T
hsa-miR-4769-3p	SEMA6A	0.7775031	CD4_T
hsa-miR-203a-3p	NFIL3	0.7774496	CD4_T
hsa-miR-4659b-3p	COL4A4	0.7771766	CD4_T
hsa-miR-3680-3p	KCNMB2	0.77714753	CD4_T
hsa-miR-4659b-3p	DIO2	0.77627814	CD4_T
hsa-miR-3680-3p	CCBE1	0.775951	CD4_T
hsa-miR-19b-3p	C11orf96	0.7734096	CD4_T
hsa-miR-494-3p	MYOF	0.77317077	CD4_T
hsa-miR-5580-3p	PID1	0.7695361	CD4_T
hsa-miR-19b-3p	LRIG1	0.76705015	CD4_T
hsa-miR-4659b-3p	ABCA1	0.76587003	CD4_T
hsa-miR-146a-3p	SHISA6	0.7656935	CD4_T
hsa-miR-19b-3p	ITGA6	0.7651292	CD4_T
hsa-miR-494-3p	ROBO2	0.7642273	CD4_T
hsa-miR-202-3p	GPCPD1	0.76388985	CD4_T
hsa-miR-494-3p	F2R	0.7608898	CD4_T
hsa-miR-146a-3p	ETS2	0.75991225	CD4_T
hsa-miR-17-5p	TMEM100	0.7595072	CD4_T
hsa-miR-4659b-3p	MAF	0.75855935	CD4_T
hsa-miR-585-5p	LGR4	0.75483686	CD4_T
hsa-miR-17-5p	ANO6	0.7511315	CD4_T
hsa-miR-494-3p	GLI3	0.7509741	CD4_T
hsa-miR-19b-3p	FLNC	0.749413	CD4_T
hsa-miR-561-3p	PBX3	0.748837	CD4_T
hsa-miR-17-5p	LRP8	0.74764055	CD4_T
hsa-miR-4659b-3p	COL8A1	0.747526	CD4_T
hsa-miR-19b-3p	TNFAIP3	0.7472463	CD4_T
hsa-miR-203a-3p	SLC16A12	0.74692786	CD4_T
hsa-miR-17-5p	HIF1A	0.7458596	CD4_T
hsa-miR-2113	GLRA2	0.74510014	CD4_T
hsa-miR-3680-3p	SLIT2	0.7443832	CD4_T
hsa-miR-494-3p	GULP1	0.7435206	CD4_T
hsa-miR-494-3p	SH3RF3	0.7418561	CD4_T
hsa-miR-19b-3p	PTPRD	0.7408716	CD4_T
hsa-miR-561-3p	CCL4	0.739309	CD4_T
hsa-miR-4659b-3p	HIF1A	0.7382291	CD4_T
hsa-miR-585-5p	LHFPL2	0.7381848	CD4_T
hsa-miR-17-5p	NTNG1	0.73729646	CD4_T
hsa-miR-6872-3p	COL25A1	0.73627925	CD4_T
hsa-miR-203a-3p	SEMA5A	0.7358472	CD4_T
hsa-miR-4769-3p	RCN1	0.73571295	CD4_T
hsa-miR-5580-3p	CFAP47	0.73444706	CD4_T
hsa-miR-5580-3p	LPP	0.73422724	CD4_T
hsa-miR-4659b-3p	PRRX1	0.73222214	CD4_T
hsa-miR-4659b-3p	SLC5A7	0.7317635	CD4_T
hsa-miR-494-3p	ARHGAP11A	0.73075587	CD4_T
hsa-miR-17-5p	MCL1	0.72802883	CD4_T
hsa-miR-140-5p	BACH1	0.72710687	CD4_T
hsa-miR-4659b-3p	GATA3	0.726355	CD4_T
hsa-miR-203a-3p	ROBO2	0.7259763	CD4_T
hsa-miR-4659b-3p	PCDH17	0.7217003	CD4_T
hsa-miR-202-3p	SYT2	0.7207279	CD4_T
hsa-miR-19b-3p	SAMD4A	0.72030413	CD4_T
hsa-miR-548ae-3p	COL4A1	0.98065877	CD8_T
hsa-miR-548ae-3p	IGFBP3	0.97981775	CD8_T
hsa-miR-3680-3p	SOX6	0.96989286	CD8_T
hsa-miR-548ae-3p	TGFBR1	0.9605114	CD8_T
hsa-miR-3680-3p	RBMS3	0.9557634	CD8_T
hsa-miR-548aq-3p	COL1A1	0.9530902	CD8_T
hsa-miR-3180-5p	PCSK6	0.9526976	CD8_T
hsa-miR-200b-3p	LOX	0.9492443	CD8_T
hsa-miR-450b-5p	PLXDC2	0.9490407	CD8_T
hsa-miR-548ae-3p	GJA3	0.9484482	CD8_T
hsa-miR-548aq-3p	IGFBP3	0.94551414	CD8_T
hsa-miR-4659b-3p	IGDCC4	0.94297296	CD8_T
hsa-miR-3180-5p	MAMDC2	0.94293517	CD8_T
hsa-miR-3180-5p	ZFHX4	0.94166267	CD8_T
hsa-miR-548aq-3p	COL4A1	0.94137263	CD8_T
hsa-miR-548ae-3p	CCL3L3	0.9389637	CD8_T
hsa-miR-548ae-3p	THSD7B	0.9388279	CD8_T
hsa-miR-548aq-3p	THSD7B	0.9384773	CD8_T
hsa-miR-3180-5p	BACE2	0.93673927	CD8_T
hsa-miR-3180-5p	BACH2	0.9360071	CD8_T
hsa-miR-3180-5p	OLR1	0.9338541	CD8_T
hsa-miR-200b-3p	PAG1	0.9317528	CD8_T
hsa-miR-200b-3p	ATP11C	0.9316501	CD8_T
hsa-miR-548ae-3p	SCG2	0.92932296	CD8_T
hsa-miR-200b-3p	MAP3K1	0.92840636	CD8_T
hsa-miR-551b-5p	VGLL3	0.9267656	CD8_T
hsa-miR-200b-3p	FNDC3B	0.925889	CD8_T
hsa-miR-548ae-3p	ROR1	0.9253968	CD8_T
hsa-miR-3680-3p	PAG1	0.9252602	CD8_T
hsa-miR-450b-5p	ZNF366	0.9238904	CD8_T
hsa-miR-3680-3p	SEMA6A	0.92245954	CD8_T
hsa-miR-548ae-3p	NOTCH2	0.9217731	CD8_T
hsa-miR-450b-5p	SOX6	0.9196103	CD8_T
hsa-miR-4659b-3p	CYTL1	0.9184005	CD8_T
hsa-miR-551b-5p	TMEM47	0.9166609	CD8_T
hsa-miR-4769-3p	RASSF3	0.9162576	CD8_T
hsa-miR-548aq-3p	ROR1	0.9148481	CD8_T
hsa-miR-548ae-3p	SCN9A	0.91133803	CD8_T
hsa-miR-548ae-3p	FGD6	0.91115135	CD8_T
hsa-miR-450b-5p	SORCS1	0.91055506	CD8_T
hsa-miR-450b-5p	BCL11B	0.90986097	CD8_T
hsa-miR-3180-5p	PFN2	0.9088612	CD8_T
hsa-miR-450b-5p	RBMS3	0.9086886	CD8_T
hsa-miR-200b-3p	KDR	0.9081903	CD8_T
hsa-miR-3180-5p	NEDD9	0.90816194	CD8_T
hsa-miR-450b-5p	BACH2	0.90806586	CD8_T
hsa-miR-551b-5p	TC2N	0.90790284	CD8_T
hsa-miR-140-5p	TGFBR1	0.9078973	CD8_T
hsa-miR-450b-5p	ATP11C	0.90693593	CD8_T
hsa-miR-450b-5p	DLK1	0.9067519	CD8_T
hsa-miR-548aq-3p	TFPI2	0.905659	CD8_T
hsa-miR-200b-3p	CECR2	0.90533453	CD8_T
hsa-miR-548ae-3p	TFPI2	0.90532154	CD8_T
hsa-miR-200b-3p	PRDM1	0.9041687	CD8_T
hsa-miR-548ae-3p	GNB4	0.9013184	CD8_T
hsa-miR-548aq-3p	TGFBR1	0.9012501	CD8_T
hsa-miR-3180-5p	ABTB2	0.90095323	CD8_T
hsa-miR-200b-3p	DGKH	0.90076524	CD8_T
hsa-miR-146a-3p	MASP1	0.90041083	CD8_T
hsa-miR-4659b-3p	NEUROD1	0.9003486	CD8_T
hsa-miR-19b-3p	ROR1	0.9002024	CD8_T
hsa-miR-548aq-3p	SCG2	0.8998735	CD8_T
hsa-miR-548ae-3p	RIMKLB	0.8998221	CD8_T
hsa-miR-548ae-3p	KCTD12	0.8991678	CD8_T
hsa-miR-548ae-3p	FSTL1	0.898837	CD8_T
hsa-miR-19b-3p	SOX6	0.8988278	CD8_T
hsa-miR-548ae-3p	TCF7L2	0.8985874	CD8_T
hsa-miR-200b-3p	NR5A2	0.8979632	CD8_T
hsa-miR-203a-3p	B3GNT5	0.8978132	CD8_T
hsa-miR-551b-5p	LPP	0.8974878	CD8_T
hsa-miR-200b-3p	IGF2R	0.8965003	CD8_T
hsa-miR-3180-5p	NXPH1	0.896033	CD8_T
hsa-miR-3680-3p	MAP3K1	0.8954509	CD8_T
hsa-miR-548ae-3p	COL1A1	0.89485794	CD8_T
hsa-miR-4659b-3p	PLXDC2	0.8943622	CD8_T
hsa-miR-3680-3p	PALLD	0.89342535	CD8_T
hsa-miR-450b-5p	MAMDC2	0.8928691	CD8_T
hsa-miR-4659b-3p	TNFSF13B	0.8924447	CD8_T
hsa-miR-548ae-3p	VGLL3	0.89233047	CD8_T
hsa-miR-4659b-3p	RBMS3	0.89220226	CD8_T
hsa-miR-548ae-3p	RBM47	0.8920438	CD8_T
hsa-miR-548ae-3p	GABRG1	0.8918954	CD8_T
hsa-miR-3680-3p	ZFP36L1	0.891416	CD8_T
hsa-miR-551b-5p	FNDC3B	0.889372	CD8_T
hsa-miR-551b-5p	CECR2	0.88935584	CD8_T
hsa-miR-548ae-3p	SOX6	0.88909644	CD8_T
hsa-miR-548ae-3p	PYGO1	0.88909125	CD8_T
hsa-miR-4659b-3p	COL4A1	0.88874197	CD8_T
hsa-miR-548aq-3p	RIMKLB	0.8877892	CD8_T
hsa-miR-3180-5p	ADCY2	0.8874241	CD8_T
hsa-miR-3680-3p	BACH2	0.8869078	CD8_T
hsa-miR-3680-3p	BCL11B	0.8866876	CD8_T
hsa-miR-3180-5p	TENM4	0.8861548	CD8_T
hsa-miR-200b-3p	GJC1	0.88507926	CD8_T
hsa-miR-548ae-3p	ZBTB2	0.884954	CD8_T
hsa-miR-548aq-3p	ZBTB2	0.8844348	CD8_T
hsa-miR-19b-3p	IGFBP3	0.8838134	CD8_T
hsa-miR-551b-5p	CASZ1	0.8824006	CD8_T
hsa-miR-3680-3p	RAI14	0.88213474	CD8_T
hsa-miR-548ae-3p	CCND1	0.8815281	CD8_T
hsa-miR-450b-5p	NR4A2	0.88111	CD8_T
hsa-miR-548aq-3p	FGD6	0.8805422	CD8_T
hsa-miR-548au-5p	FNDC3B	0.87952244	CD8_T
hsa-miR-17-5p	PBX3	0.87909603	CD8_T
hsa-miR-551b-5p	SLC7A11	0.8790159	CD8_T
hsa-miR-200b-3p	RASSF8	0.87894547	CD8_T
hsa-miR-19b-3p	GPCPD1	0.8784814	CD8_T
hsa-miR-17-5p	CD69	0.8783944	CD8_T
hsa-miR-551b-5p	COL1A2	0.8780363	CD8_T
hsa-miR-548ae-3p	PALM2AKAP2	0.8778801	CD8_T
hsa-miR-548ae-3p	ARHGAP29	0.87771356	CD8_T
hsa-miR-4659b-3p	PRDM1	0.8770307	CD8_T
hsa-miR-551b-5p	GABRG1	0.8758327	CD8_T
hsa-miR-140-5p	PRDM1	0.87508667	CD8_T
hsa-miR-200b-3p	CHSY1	0.87447304	CD8_T
hsa-miR-548aq-3p	FGFR3	0.8742279	CD8_T
hsa-miR-548ae-3p	FLI1	0.8721949	CD8_T
hsa-miR-3680-3p	SLC2A3	0.8717196	CD8_T
hsa-miR-200b-3p	TRHDE	0.8712963	CD8_T
hsa-miR-551b-5p	MAB21L1	0.8712656	CD8_T
hsa-miR-3180-5p	PADI2	0.8712588	CD8_T
hsa-miR-551b-5p	IQGAP2	0.8705512	CD8_T
hsa-miR-551b-5p	SAMD4A	0.8704178	CD8_T
hsa-miR-3680-3p	KCNN3	0.86993533	CD8_T
hsa-miR-551b-5p	RND3	0.8698206	CD8_T
hsa-miR-450b-5p	ZNF516	0.8689943	CD8_T
hsa-miR-3680-3p	CNTN5	0.86855954	CD8_T
hsa-miR-3180-5p	TNFRSF1A	0.8674966	CD8_T
hsa-miR-200b-3p	DACH1	0.8674243	CD8_T
hsa-miR-203a-3p	RBM47	0.8669479	CD8_T
hsa-miR-3180-5p	SLC1A2	0.8663119	CD8_T
hsa-miR-3180-5p	SNX7	0.86608267	CD8_T
hsa-miR-450b-5p	RUNX1	0.86592233	CD8_T
hsa-miR-4659b-3p	RIMKLB	0.8654819	CD8_T
hsa-miR-200b-3p	FSTL1	0.8653986	CD8_T
hsa-miR-548aq-3p	SCN9A	0.86503524	CD8_T
hsa-miR-450b-5p	FNDC3B	0.8646955	CD8_T
hsa-miR-548ae-3p	MYC	0.8639927	CD8_T
hsa-miR-3180-5p	QRSL1	0.86384475	CD8_T
hsa-miR-548aq-3p	FSTL1	0.8621594	CD8_T
hsa-miR-548aq-3p	PYGO1	0.8620616	CD8_T
hsa-miR-146a-3p	VAV3	0.8620221	CD8_T
hsa-miR-548ae-3p	IQGAP2	0.8612717	CD8_T
hsa-miR-19b-3p	NEUROD1	0.8605679	CD8_T
hsa-miR-548aq-3p	CCL3L3	0.86046517	CD8_T
hsa-miR-200b-3p	RIPK2	0.8604141	CD8_T
hsa-miR-548au-5p	TMTC1	0.86001176	CD8_T
hsa-miR-3680-3p	PCSK5	0.8596307	CD8_T
hsa-miR-551b-5p	S1PR1	0.8594334	CD8_T
hsa-miR-3680-3p	FNDC3B	0.8592553	CD8_T
hsa-miR-202-3p	PEG10	0.85885775	CD8_T
hsa-miR-200b-3p	CRH	0.85812324	CD8_T
hsa-miR-548aq-3p	PTH2R	0.85606724	CD8_T
hsa-miR-4659b-3p	DACH1	0.8559846	CD8_T
hsa-miR-4659b-3p	ST8SIA4	0.8552932	CD8_T
hsa-miR-200b-3p	HS3ST3A1	0.8549847	CD8_T
hsa-miR-3180-5p	KLHL13	0.8547912	CD8_T
hsa-miR-548aq-3p	VGLL3	0.8534019	CD8_T
hsa-miR-548aq-3p	GNB4	0.8501151	CD8_T
hsa-miR-4659b-3p	NR5A2	0.85001713	CD8_T
hsa-miR-3680-3p	CTTNBP2NL	0.848807	CD8_T
hsa-miR-450b-5p	CTTNBP2NL	0.84758335	CD8_T
hsa-miR-4659b-3p	MEDAG	0.8471938	CD8_T
hsa-miR-450b-5p	GPC6	0.84705716	CD8_T
hsa-miR-3680-3p	ZBTB2	0.8466165	CD8_T
hsa-miR-548ae-3p	NAMPT	0.84560937	CD8_T
hsa-miR-200b-3p	BCL11B	0.8453302	CD8_T
hsa-miR-548ae-3p	PTH2R	0.8453291	CD8_T
hsa-miR-551b-5p	ANGPT1	0.8452873	CD8_T
hsa-miR-200b-3p	SULF1	0.84508765	CD8_T
hsa-miR-4659b-3p	IL1R1	0.8437288	CD8_T
hsa-miR-548aq-3p	PALM2AKAP2	0.84316736	CD8_T
hsa-miR-203a-3p	MAP3K1	0.8414257	CD8_T
hsa-miR-4659b-3p	PCDH15	0.8403132	CD8_T
hsa-miR-3680-3p	CNN3	0.8401091	CD8_T
hsa-miR-3680-3p	CBLB	0.8396071	CD8_T
hsa-miR-19b-3p	ARHGAP11A	0.83942336	CD8_T
hsa-miR-548aq-3p	SOX2	0.8393313	CD8_T
hsa-miR-3180-5p	CD36	0.83889794	CD8_T
hsa-miR-203a-3p	SHISA6	0.83877635	CD8_T
hsa-miR-450b-5p	ISM1	0.8383457	CD8_T
hsa-miR-202-3p	RCN1	0.83791476	CD8_T
hsa-miR-200b-3p	FLI1	0.8367596	CD8_T
hsa-miR-551b-5p	SLA2	0.835981	CD8_T
hsa-miR-548ae-3p	FGFR3	0.83559644	CD8_T
hsa-miR-548ae-3p	BCOR	0.83395696	CD8_T
hsa-miR-19b-3p	ATP10A	0.83317703	CD8_T
hsa-miR-17-5p	BCL11B	0.8327907	CD8_T
hsa-miR-6872-3p	SH3BGR	0.83178264	CD8_T
hsa-miR-19b-3p	PFN2	0.83170885	CD8_T
hsa-miR-19b-3p	ZNF516	0.8308421	CD8_T
hsa-miR-3680-3p	USP6NL	0.82948136	CD8_T
hsa-miR-4659b-3p	ADAMTS6	0.82881397	CD8_T
hsa-miR-140-5p	ROR1	0.82864004	CD8_T
hsa-miR-17-5p	HAS2	0.8283968	CD8_T
hsa-miR-19b-3p	MAP3K1	0.82804334	CD8_T
hsa-miR-19b-3p	SOX4	0.827825	CD8_T
hsa-miR-200b-3p	ANKRD44	0.82764643	CD8_T
hsa-miR-551b-5p	MAP3K7CL	0.82551163	CD8_T
hsa-miR-17-5p	FAT2	0.82532173	CD8_T
hsa-miR-548ae-3p	COL4A1	0.98065877	Microglia
hsa-miR-548ae-3p	IGFBP3	0.97981775	Microglia
hsa-miR-3680-3p	SOX6	0.96989286	Microglia
hsa-miR-548ae-3p	TGFBR1	0.9605114	Microglia
hsa-miR-3680-3p	RBMS3	0.9557634	Microglia
hsa-miR-548aq-3p	COL1A1	0.9530902	Microglia
hsa-miR-3180-5p	PCSK6	0.9526976	Microglia
hsa-miR-548ae-3p	GJA3	0.9484482	Microglia
hsa-miR-548aq-3p	IGFBP3	0.94551414	Microglia
hsa-miR-4659b-3p	IGDCC4	0.94297296	Microglia
hsa-miR-3180-5p	MAMDC2	0.94293517	Microglia
hsa-miR-3180-5p	ZFHX4	0.94166267	Microglia
hsa-miR-548aq-3p	COL4A1	0.94137263	Microglia
hsa-miR-548ae-3p	CCL3L3	0.9389637	Microglia
hsa-miR-548ae-3p	THSD7B	0.9388279	Microglia
hsa-miR-548aq-3p	THSD7B	0.9384773	Microglia
hsa-miR-3180-5p	BACE2	0.93673927	Microglia
hsa-miR-3180-5p	BACH2	0.9360071	Microglia
hsa-miR-3180-5p	OLR1	0.9338541	Microglia
hsa-miR-548n	TMTC1	0.93285054	Microglia
hsa-miR-548n	ZFHX4	0.9328075	Microglia
hsa-miR-548n	THSD7A	0.93035674	Microglia
hsa-miR-548ae-3p	SCG2	0.92932296	Microglia
hsa-miR-548ae-3p	ROR1	0.9253968	Microglia
hsa-miR-3680-3p	PAG1	0.9252602	Microglia
hsa-miR-3680-3p	SEMA6A	0.92245954	Microglia
hsa-miR-548n	PELI1	0.92242545	Microglia
hsa-miR-548ae-3p	NOTCH2	0.9217731	Microglia
hsa-miR-548n	SOX6	0.9202283	Microglia
hsa-miR-4659b-3p	CYTL1	0.9184005	Microglia
hsa-miR-4769-3p	RASSF3	0.9162576	Microglia
hsa-miR-548aq-3p	ROR1	0.9148481	Microglia
hsa-miR-548as-5p	GPC6	0.91267604	Microglia
hsa-miR-548ae-3p	SCN9A	0.91133803	Microglia
hsa-miR-548ae-3p	FGD6	0.91115135	Microglia
hsa-miR-3180-5p	PFN2	0.9088612	Microglia
hsa-miR-3180-5p	NEDD9	0.90816194	Microglia
hsa-miR-140-5p	TGFBR1	0.9078973	Microglia
hsa-miR-548aq-3p	TFPI2	0.905659	Microglia
hsa-miR-548ae-3p	TFPI2	0.90532154	Microglia
hsa-miR-548n	LRIG1	0.90327924	Microglia
hsa-miR-548ae-3p	GNB4	0.9013184	Microglia
hsa-miR-548aq-3p	TGFBR1	0.9012501	Microglia
hsa-miR-3180-5p	ABTB2	0.90095323	Microglia
hsa-miR-4659b-3p	NEUROD1	0.9003486	Microglia
hsa-miR-19b-3p	ROR1	0.9002024	Microglia
hsa-miR-548aq-3p	SCG2	0.8998735	Microglia
hsa-miR-548ae-3p	RIMKLB	0.8998221	Microglia
hsa-miR-548ae-3p	KCTD12	0.8991678	Microglia
hsa-miR-548ae-3p	FSTL1	0.898837	Microglia
hsa-miR-19b-3p	SOX6	0.8988278	Microglia
hsa-miR-548ae-3p	TCF7L2	0.8985874	Microglia
hsa-miR-133a-3p	EMP2	0.8968021	Microglia
hsa-miR-3180-5p	NXPH1	0.896033	Microglia
hsa-miR-3680-3p	MAP3K1	0.8954509	Microglia
hsa-miR-548ae-3p	COL1A1	0.89485794	Microglia
hsa-miR-3163	IGFBP3	0.8947471	Microglia
hsa-miR-1283	HSPA1B	0.8947014	Microglia
hsa-miR-4659b-3p	PLXDC2	0.8943622	Microglia
hsa-miR-548n	ARHGAP29	0.8942873	Microglia
hsa-miR-3680-3p	PALLD	0.89342535	Microglia
hsa-miR-4659b-3p	TNFSF13B	0.8924447	Microglia
hsa-miR-548ae-3p	VGLL3	0.89233047	Microglia
hsa-miR-4659b-3p	RBMS3	0.89220226	Microglia
hsa-miR-548n	WNT5A	0.8921003	Microglia
hsa-miR-548ae-3p	RBM47	0.8920438	Microglia
hsa-miR-548ae-3p	GABRG1	0.8918954	Microglia
hsa-miR-3680-3p	ZFP36L1	0.891416	Microglia
hsa-miR-548ae-3p	SOX6	0.88909644	Microglia
hsa-miR-548ae-3p	PYGO1	0.88909125	Microglia
hsa-miR-4659b-3p	COL4A1	0.88874197	Microglia
hsa-miR-548n	LPP	0.8886788	Microglia
hsa-miR-548aq-3p	RIMKLB	0.8877892	Microglia
hsa-miR-548n	EMCN	0.8875446	Microglia
hsa-miR-3180-5p	ADCY2	0.8874241	Microglia
hsa-miR-548n	SLC4A4	0.8871236	Microglia
hsa-miR-3680-3p	BACH2	0.8869078	Microglia
hsa-miR-3680-3p	BCL11B	0.8866876	Microglia
hsa-miR-3180-5p	TENM4	0.8861548	Microglia
hsa-miR-548ae-3p	ZBTB2	0.884954	Microglia
hsa-miR-548aq-3p	ZBTB2	0.8844348	Microglia
hsa-miR-19b-3p	IGFBP3	0.8838134	Microglia
hsa-miR-3680-3p	RAI14	0.88213474	Microglia
hsa-miR-548ae-3p	CCND1	0.8815281	Microglia
hsa-miR-548aq-3p	FGD6	0.8805422	Microglia
hsa-miR-548au-5p	FNDC3B	0.87952244	Microglia
hsa-miR-17-5p	PBX3	0.87909603	Microglia
hsa-miR-19b-3p	GPCPD1	0.8784814	Microglia
hsa-miR-17-5p	CD69	0.8783944	Microglia
hsa-miR-548ae-3p	PALM2AKAP2	0.8778801	Microglia
hsa-miR-548ae-3p	ARHGAP29	0.87771356	Microglia
hsa-miR-4659b-3p	PRDM1	0.8770307	Microglia
hsa-miR-140-5p	PRDM1	0.87508667	Microglia
hsa-miR-548n	KITLG	0.8749717	Microglia
hsa-miR-548aq-3p	FGFR3	0.8742279	Microglia
hsa-miR-548n	BCOR	0.8731475	Microglia
hsa-miR-548as-5p	TMTC1	0.872998	Microglia
hsa-miR-548ae-3p	FLI1	0.8721949	Microglia
hsa-miR-3680-3p	SLC2A3	0.8717196	Microglia
hsa-miR-3180-5p	PADI2	0.8712588	Microglia
hsa-miR-3163	TFPI	0.87066597	Microglia
hsa-miR-3680-3p	KCNN3	0.86993533	Microglia
hsa-miR-3680-3p	CNTN5	0.86855954	Microglia
hsa-miR-3180-5p	TNFRSF1A	0.8674966	Microglia
hsa-miR-548n	ST8SIA4	0.86637735	Microglia
hsa-miR-3180-5p	SLC1A2	0.8663119	Microglia
hsa-miR-3180-5p	SNX7	0.86608267	Microglia
hsa-miR-4659b-3p	RIMKLB	0.8654819	Microglia
